OUTPUT,nru,0,100,0.27456,2.17308
OUTPUT,nru,0,100,0.13728,68.2308
OUTPUT,nru,1e+06,150,0.38036,99.3784
OUTPUT,nru,1e+06,150,1.028,2.37
OUTPUT,nru,5e+06,300,6.06372,4.38127
OUTPUT,nru,5e+06,300,6.084,4.86667
OUTPUT,nru,0,300,0.24224,51.875
OUTPUT,nru,0,300,0.87812,36.2414
OUTPUT,nru,0,300,0.51476,81.8235
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.27456,2.46154
OUTPUT,nru,0,100,0.27456,2.40385
OUTPUT,nru,1e+06,150,1.028,2.81
OUTPUT,nru,1e+06,150,1.028,3.66
OUTPUT,nru,5e+06,300,6.084,40.32
OUTPUT,nru,5e+06,300,6.084,28.5367
OUTPUT,nru,0,300,0.99924,27.0303
OUTPUT,nru,0,300,0.96896,52.0625
OUTPUT,nru,0,300,0.99924,25.3636
OUTPUT,nru,0,300,0.99924,24.0909
OUTPUT,nru,0,100,0.25872,35.7959
OUTPUT,nru,0,100,0.02112,181
OUTPUT,nru,1e+06,150,0.04112,175
OUTPUT,nru,1e+06,150,0.13364,160.077
OUTPUT,nru,5e+06,300,0.04056,295
OUTPUT,nru,5e+06,300,0.16224,282.375
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0.03028,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.27456,2.15385
OUTPUT,nru,0,100,0.27456,2.11538
OUTPUT,nru,1e+06,150,1.028,2.3
OUTPUT,nru,1e+06,150,0.89436,65.3563
OUTPUT,nru,5e+06,300,6.00288,43.5777
OUTPUT,nru,5e+06,300,0.8112,186.05
OUTPUT,nru,0,300,0.99924,12.5152
OUTPUT,nru,0,300,0.12112,94.25
OUTPUT,nru,0,300,0.99924,10.6667
OUTPUT,nru,0,300,0.39364,140.308
OUTPUT,nru,0,100,0.27456,2.09615
OUTPUT,nru,0,100,0.27456,2
OUTPUT,nru,1e+06,150,1.00744,15.0714
OUTPUT,nru,1e+06,150,0.28784,97.4286
OUTPUT,nru,5e+06,300,0.64896,94.3125
OUTPUT,nru,5e+06,300,5.86092,64.0277
OUTPUT,nru,0,300,0.87812,15.6207
OUTPUT,nru,0,300,0.99924,9.24242
OUTPUT,nru,0,300,0.36336,112.417
OUTPUT,nru,0,300,0.51476,71.1176
OUTPUT,nru,0,100,0.1056,126.65
OUTPUT,nru,0,100,0.16368,88.129
OUTPUT,nru,1e+06,150,0.07196,149.286
OUTPUT,nru,1e+06,150,0.22616,114.182
OUTPUT,nru,5e+06,300,0.18252,122.556
OUTPUT,nru,5e+06,300,0.02028,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0.24224,133.125
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0.09084,145.667
