OUTPUT,nru,3e+07,5,24900,24899,24.111,3.3807
OUTPUT,nru,3e+07,5,24900,820,0.79405,47.6817
OUTPUT,nru,5e+06,150,24900,182,0.0300556,134.863
OUTPUT,nru,5e+06,150,24900,16,0.00264225,130.062
OUTPUT,nru,5e+06,300,49800,49797,4.22375,2.33193
OUTPUT,nru,5e+06,300,49800,264,0.0223923,124.837
OUTPUT,nru,0,300,12450,12450,4.056,8.83944
OUTPUT,nru,0,300,12450,41,0.0133571,425.854
OUTPUT,nru,3e+07,5,24900,24900,24.112,1.70643
OUTPUT,nru,3e+07,5,24900,24900,24.112,1.63751
OUTPUT,nru,5e+06,150,24900,24883,4.10919,2.14849
OUTPUT,nru,5e+06,150,24900,193,0.0318721,80.0363
OUTPUT,nru,5e+06,300,49800,185,0.0156916,51.8541
OUTPUT,nru,5e+06,300,49800,528,0.0447846,101.676
OUTPUT,nru,0,300,12450,550,0.179181,4657.59
OUTPUT,nru,0,300,12450,137,0.0446323,979.35
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,5e+06,150,24900,103,0.0170095,134.029
OUTPUT,nru,5e+06,150,24900,25,0.00412851,190.44
OUTPUT,nru,5e+06,300,49800,219,0.0185754,133.292
OUTPUT,nru,5e+06,300,49800,6807,0.577365,11.4893
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,1,0.000325783,0
OUTPUT,nru,3e+07,5,24900,24899,24.111,2.95526
OUTPUT,nru,3e+07,5,24900,210,0.203354,48.4667
OUTPUT,nru,5e+06,150,24900,241,0.0397989,85.0456
OUTPUT,nru,5e+06,150,24900,298,0.0492119,67.5671
OUTPUT,nru,5e+06,300,49800,182,0.0154371,94.7363
OUTPUT,nru,5e+06,300,49800,147,0.0124684,156.776
OUTPUT,nru,0,300,12450,12450,4.056,5.62056
OUTPUT,nru,0,300,12450,35,0.0114024,471.257
OUTPUT,nru,3e+07,5,24900,8,0.00774683,60.125
OUTPUT,nru,3e+07,5,24900,24899,24.111,3.3456
OUTPUT,nru,5e+06,150,24900,71,0.011725,135.93
OUTPUT,nru,5e+06,150,24900,49,0.00809189,135.082
OUTPUT,nru,5e+06,300,49800,49778,4.22213,2.32914
OUTPUT,nru,5e+06,300,49800,11,0.000933012,58.2727
OUTPUT,nru,0,300,12450,12447,4.05502,7.54664
OUTPUT,nru,0,300,12450,23,0.00749301,212.043
OUTPUT,nru,3e+07,5,24900,31,0.030019,164
OUTPUT,nru,3e+07,5,24900,17,0.016462,174.176
OUTPUT,nru,5e+06,150,24900,1,0.000165141,0
OUTPUT,nru,5e+06,150,24900,7348,1.21345,6.44434
OUTPUT,nru,5e+06,300,49800,1,8.48193e-05,0
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
