OUTPUT,nru,3e+06,10,0.625787,58.4919
OUTPUT,nru,3e+06,10,0.49962,62.0505
OUTPUT,nru,3e+06,10,0.398687,80.2278
OUTPUT,nru,3e+06,150,0.22646,67.3582
OUTPUT,nru,3e+06,150,2.4336,2.28889
OUTPUT,nru,3e+06,150,0.20618,14.0656
OUTPUT,nru,3e+06,300,0.3438,70.1259
OUTPUT,nru,3e+06,300,1.89727,27.3356
OUTPUT,nru,3e+06,300,0.29796,64.1197
OUTPUT,nru,0,300,0.00952,455
OUTPUT,nru,0,300,0.00952,463.5
OUTPUT,nru,0,300,0.00952,455
OUTPUT,nru,3e+06,10,2.41735,12.0814
OUTPUT,nru,3e+06,10,2.4224,8.70208
OUTPUT,nru,3e+06,10,2.41735,8.2881
OUTPUT,nru,3e+06,150,2.4336,2.85556
OUTPUT,nru,3e+06,150,2.4336,2.89306
OUTPUT,nru,3e+06,150,2.4336,3.76806
OUTPUT,nru,3e+06,300,2.42697,9.34313
OUTPUT,nru,3e+06,300,2.39641,23.1084
OUTPUT,nru,3e+06,300,2.41679,13.8514
OUTPUT,nru,0,300,0.01428,3316.17
OUTPUT,nru,0,300,0.01428,3316.17
OUTPUT,nru,0,300,0.01428,3316.17
OUTPUT,nru,3e+06,10,0,0
OUTPUT,nru,3e+06,10,0.03028,145.5
OUTPUT,nru,3e+06,10,0.0807467,124.562
OUTPUT,nru,3e+06,150,0.00676,127.5
OUTPUT,nru,3e+06,150,0.0169,126.6
OUTPUT,nru,3e+06,150,0.00338,0
OUTPUT,nru,3e+06,300,0.02292,163.667
OUTPUT,nru,3e+06,300,0.00764,165.333
OUTPUT,nru,3e+06,300,0.0127333,202.8
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,3e+06,10,2.41735,9.29436
OUTPUT,nru,3e+06,10,2.41735,11.524
OUTPUT,nru,3e+06,10,2.4224,9.24583
OUTPUT,nru,3e+06,150,2.4336,3.2375
OUTPUT,nru,3e+06,150,2.4336,2.84861
OUTPUT,nru,3e+06,150,2.4336,2.85417
OUTPUT,nru,3e+06,300,2.42697,10.7492
OUTPUT,nru,3e+06,300,2.43716,8.88506
OUTPUT,nru,3e+06,300,2.43716,10.0157
OUTPUT,nru,0,300,0.02142,2380.67
OUTPUT,nru,0,300,0.01666,2197.14
OUTPUT,nru,0,300,0.02142,2378.22
OUTPUT,nru,3e+06,10,2.41735,12.3069
OUTPUT,nru,3e+06,10,2.41735,12.5407
OUTPUT,nru,3e+06,10,2.4224,3.59375
OUTPUT,nru,3e+06,150,2.4336,3.10694
OUTPUT,nru,3e+06,150,2.4336,3.31111
OUTPUT,nru,3e+06,150,2.3998,15.6254
OUTPUT,nru,3e+06,300,2.44225,8.51408
OUTPUT,nru,3e+06,300,2.43461,11.5952
OUTPUT,nru,3e+06,300,2.44225,8.30657
OUTPUT,nru,0,300,0.0119,2756.4
OUTPUT,nru,0,300,0.01428,2730.83
OUTPUT,nru,0,300,0.01428,2731
OUTPUT,nru,3e+06,10,0.156447,120
OUTPUT,nru,3e+06,10,0.0353267,164.429
OUTPUT,nru,3e+06,10,0.100933,87.7
OUTPUT,nru,3e+06,150,0.20618,87.7869
OUTPUT,nru,3e+06,150,0.11154,79.4242
OUTPUT,nru,3e+06,150,0.05408,158.812
OUTPUT,nru,3e+06,300,0.2292,103.489
OUTPUT,nru,3e+06,300,0.00509333,341.5
OUTPUT,nru,3e+06,300,0.00254667,0
OUTPUT,nru,0,300,0.00714,436
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
