OUTPUT,nru,3e+06,10,2.41735,11.9875
OUTPUT,nru,3e+06,150,2.4336,2.27639
OUTPUT,nru,3e+06,300,2.4448,5.475
OUTPUT,nru,0,300,0.12138,965.235
OUTPUT,nru,3e+06,10,2.41735,12.4489
OUTPUT,nru,3e+06,150,2.4336,2.63333
OUTPUT,nru,3e+06,300,2.44225,5.64859
OUTPUT,nru,0,300,0.10472,2721.39
OUTPUT,nru,3e+06,10,0.0201867,150.25
OUTPUT,nru,3e+06,150,2.42346,7.98187
OUTPUT,nru,3e+06,300,0.860773,60.6006
OUTPUT,nru,0,300,0.85918,138.152
OUTPUT,nru,3e+06,10,2.41735,11.9436
OUTPUT,nru,3e+06,150,2.4336,2.2875
OUTPUT,nru,3e+06,300,2.43971,4.82985
OUTPUT,nru,0,300,0,0
OUTPUT,nru,3e+06,10,2.41735,12.1921
OUTPUT,nru,3e+06,150,2.4336,3.18056
OUTPUT,nru,3e+06,300,2.38623,36.7673
OUTPUT,nru,0,300,0.33558,2319.66
OUTPUT,nru,3e+06,10,2.39717,16.0926
OUTPUT,nru,3e+06,150,2.35248,37.9497
OUTPUT,nru,3e+06,300,2.38877,41.7878
OUTPUT,nru,0,300,0.49028,1144.2
