OUTPUT,nru,3e+07,5,24900,24898,24.1101,3.61555
OUTPUT,nru,5e+06,150,24900,24900,4.112,1.95088
OUTPUT,nru,5e+06,300,49800,49798,4.22383,11.008
OUTPUT,nru,0,300,12450,11986,3.90484,1803.87
OUTPUT,nru,3e+07,5,24900,24899,24.111,3.64316
OUTPUT,nru,5e+06,150,24900,24896,4.11134,2.16252
OUTPUT,nru,5e+06,300,49800,49797,4.22375,11.4087
OUTPUT,nru,0,300,12450,12424,4.04753,250.99
OUTPUT,nru,3e+07,5,24900,227,0.219816,691.753
OUTPUT,nru,5e+06,150,24900,709,0.117085,178.137
OUTPUT,nru,5e+06,300,49800,1616,0.137068,483.307
OUTPUT,nru,0,300,12450,11,0.00358361,2489.18
OUTPUT,nru,3e+07,5,24900,24898,24.1101,3.66829
OUTPUT,nru,5e+06,150,24900,24899,4.11183,2.0149
OUTPUT,nru,5e+06,300,49800,49798,4.22383,11.6185
OUTPUT,nru,0,300,12450,12351,4.02375,158.593
OUTPUT,nru,3e+07,5,24900,24899,24.111,3.69702
OUTPUT,nru,5e+06,150,24900,24898,4.11167,2.25717
OUTPUT,nru,5e+06,300,49800,48564,4.11916,15.3482
OUTPUT,nru,0,300,12450,12432,4.05014,96.8117
OUTPUT,nru,3e+07,5,24900,10,0.00968353,608.4
OUTPUT,nru,5e+06,150,24900,1072,0.177031,116.928
OUTPUT,nru,5e+06,300,49800,206,0.0174728,924.184
OUTPUT,nru,0,300,12450,4,0.00130313,642
