OUTPUT,nru,0,100,0.26928,9.29412
OUTPUT,nru,0,100,0.26928,11.451
OUTPUT,nru,1e+06,150,1.00744,14.5
OUTPUT,nru,1e+06,150,1.00744,13.3878
OUTPUT,nru,5e+06,300,0.48672,418
OUTPUT,nru,5e+06,300,0.54756,408.889
OUTPUT,nru,5e+06,300,0.54756,408.741
OUTPUT,nru,5e+06,300,0.38532,462.632
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.26928,11.4314
OUTPUT,nru,0,100,0.26928,13.7647
OUTPUT,nru,1e+06,150,1.01772,19.4646
OUTPUT,nru,1e+06,150,1.01772,16.2222
OUTPUT,nru,5e+06,300,0.62868,357.806
OUTPUT,nru,5e+06,300,0.36504,495.778
OUTPUT,nru,5e+06,300,0.66924,378.182
OUTPUT,nru,5e+06,300,0.68952,360.353
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.2376,43.2444
OUTPUT,nru,0,100,0.23232,58.3864
OUTPUT,nru,1e+06,150,0.8224,45.4375
OUTPUT,nru,1e+06,150,0.99716,22.1031
OUTPUT,nru,5e+06,300,0.22308,537.727
OUTPUT,nru,5e+06,300,0.02028,0
OUTPUT,nru,5e+06,300,0.18252,496.333
OUTPUT,nru,5e+06,300,0.04056,412
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.26928,13.3922
OUTPUT,nru,0,100,0.26928,10.4118
OUTPUT,nru,1e+06,150,1.00744,14.051
OUTPUT,nru,1e+06,150,0.96632,12.9681
OUTPUT,nru,5e+06,300,0.507,428
OUTPUT,nru,5e+06,300,0.46644,436.739
OUTPUT,nru,5e+06,300,0.48672,461.958
OUTPUT,nru,5e+06,300,0.507,431.08
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.26928,11.7647
OUTPUT,nru,0,100,0.26928,14.5882
OUTPUT,nru,1e+06,150,1.01772,13.5455
OUTPUT,nru,1e+06,150,1.01772,15.7172
OUTPUT,nru,5e+06,300,0.7098,352.114
OUTPUT,nru,5e+06,300,0.7098,351.886
OUTPUT,nru,5e+06,300,0.66924,349.667
OUTPUT,nru,5e+06,300,0.52728,372.269
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.19536,66.1622
OUTPUT,nru,0,100,0.26928,16.9216
OUTPUT,nru,1e+06,150,0.62708,101.852
OUTPUT,nru,1e+06,150,1.01772,21.596
OUTPUT,nru,5e+06,300,0.44616,465.273
OUTPUT,nru,5e+06,300,0.06084,524.667
OUTPUT,nru,5e+06,300,0.44616,474
OUTPUT,nru,5e+06,300,0.14196,422.857
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
