OUTPUT,nru,0,100,0.26928,8.86275
OUTPUT,nru,0,100,0.26928,8.78431
OUTPUT,nru,1e+06,150,0.95604,43.8925
OUTPUT,nru,1e+06,150,1.01772,13.0404
OUTPUT,nru,5e+06,300,2.04828,332.644
OUTPUT,nru,5e+06,300,1.80492,343.034
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.26928,9.58824
OUTPUT,nru,0,100,0.26928,9.76471
OUTPUT,nru,1e+06,150,1.00744,15.8776
OUTPUT,nru,1e+06,150,1.01772,15.4242
OUTPUT,nru,5e+06,300,2.55528,223.73
OUTPUT,nru,5e+06,300,2.21052,246.45
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.25872,31.898
OUTPUT,nru,0,100,0.11616,133.455
OUTPUT,nru,1e+06,150,0.76072,76.7432
OUTPUT,nru,1e+06,150,0.98688,25.4375
OUTPUT,nru,5e+06,300,0.24336,508.417
OUTPUT,nru,5e+06,300,0.85176,449.31
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.26928,9.27451
OUTPUT,nru,0,100,0.26928,9.19608
OUTPUT,nru,1e+06,150,1.01772,13.0404
OUTPUT,nru,1e+06,150,1.01772,13.3838
OUTPUT,nru,5e+06,300,2.92032,241.785
OUTPUT,nru,5e+06,300,2.45388,278.347
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.264,10.06
OUTPUT,nru,0,100,0.264,9.98
OUTPUT,nru,1e+06,150,1.01772,14.6364
OUTPUT,nru,1e+06,150,1.01772,16.8081
OUTPUT,nru,5e+06,300,2.8392,240.543
OUTPUT,nru,5e+06,300,2.79864,244.268
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.19008,133.639
OUTPUT,nru,0,100,0.26928,21.7059
OUTPUT,nru,1e+06,150,0.70932,53.6522
OUTPUT,nru,1e+06,150,0.8738,52.3176
OUTPUT,nru,5e+06,300,1.29792,338.031
OUTPUT,nru,5e+06,300,0.28392,380.571
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
