OUTPUT,nru,3e+07,5,24900,22,0.0213038,112.909
OUTPUT,nru,3e+07,5,24900,16,0.0154937,65.75
OUTPUT,nru,3e+07,5,24900,1,0.000968353,0
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,150,24900,24900,4.112,1.2145
OUTPUT,nru,5e+06,150,24900,3,0.000495422,140.333
OUTPUT,nru,5e+06,300,49800,49799,4.22392,1.09781
OUTPUT,nru,5e+06,300,49800,597,0.0506371,105.446
OUTPUT,nru,5e+06,300,49800,15,0.00127229,161.933
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,1234,0.402016,25.6151
OUTPUT,nru,0,300,12450,4,0.00130313,230.25
OUTPUT,nru,3e+07,5,24900,24899,24.111,2.08097
OUTPUT,nru,3e+07,5,24900,24899,24.111,2.04269
OUTPUT,nru,3e+07,5,24900,24898,24.1101,2.0445
OUTPUT,nru,5e+06,150,24900,24900,4.112,2.81341
OUTPUT,nru,5e+06,150,24900,24900,4.112,2.90145
OUTPUT,nru,5e+06,150,24900,864,0.142681,17.3924
OUTPUT,nru,5e+06,300,49800,415,0.0352,771.149
OUTPUT,nru,5e+06,300,49800,549,0.0465658,819.026
OUTPUT,nru,5e+06,300,49800,678,0.0575075,898.83
OUTPUT,nru,0,300,12450,86,0.0280173,5632.09
OUTPUT,nru,0,300,12450,51,0.0166149,4235.51
OUTPUT,nru,0,300,12450,82,0.0267142,5687.96
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,3e+07,5,24900,9,0.00871518,134.889
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,150,24900,3,0.000495422,232.667
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,3e+07,5,24900,17,0.016462,63.4118
OUTPUT,nru,3e+07,5,24900,22,0.0213038,31.7273
OUTPUT,nru,3e+07,5,24900,10,0.00968353,24
OUTPUT,nru,5e+06,150,24900,249,0.04112,132.747
OUTPUT,nru,5e+06,150,24900,179,0.0295602,130.447
OUTPUT,nru,5e+06,150,24900,24900,4.112,0.726827
OUTPUT,nru,5e+06,300,49800,247,0.0209504,182.927
OUTPUT,nru,5e+06,300,49800,17832,1.5125,6.02378
OUTPUT,nru,5e+06,300,49800,109,0.0092453,204.734
OUTPUT,nru,0,300,12450,5,0.00162892,232.2
OUTPUT,nru,0,300,12450,14,0.00456096,221
OUTPUT,nru,0,300,12450,79,0.0257369,136.013
OUTPUT,nru,3e+07,5,24900,24900,24.112,2.25743
OUTPUT,nru,3e+07,5,24900,24900,24.112,2.19088
OUTPUT,nru,3e+07,5,24900,24885,24.0975,2.50042
OUTPUT,nru,5e+06,150,24900,267,0.0440925,85.8464
OUTPUT,nru,5e+06,150,24900,352,0.0581295,98.0057
OUTPUT,nru,5e+06,150,24900,49,0.00809189,168.837
OUTPUT,nru,5e+06,300,49800,1059,0.0898236,381.74
OUTPUT,nru,5e+06,300,49800,49791,4.22324,12.8296
OUTPUT,nru,5e+06,300,49800,49794,4.22349,12.7166
OUTPUT,nru,0,300,12450,12448,4.05535,122.613
OUTPUT,nru,0,300,12450,12448,4.05535,122.551
OUTPUT,nru,0,300,12450,602,0.196121,919.091
OUTPUT,nru,3e+07,5,24900,4,0.00387341,189
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,3e+07,5,24900,1,0.000968353,0
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,150,24900,86,0.0142021,153.116
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,300,49800,192,0.0162853,125.651
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
