OUTPUT,nru,0,100,0.26928,4.64706
OUTPUT,nru,1e+06,150,1.028,6.2
OUTPUT,nru,5e+06,300,2.98116,204.218
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.22176,25.4286
OUTPUT,nru,1e+06,150,1.01772,17.697
OUTPUT,nru,5e+06,300,2.00772,221.899
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,100,0.26928,3.98039
OUTPUT,nru,1e+06,150,1.01772,5.23232
OUTPUT,nru,5e+06,300,3.00144,230.088
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
OUTPUT,nru,0,300,0,0
