OUTPUT,nru,3e+07,5,24900,82,0.079405,93.4512
OUTPUT,nru,3e+07,5,24900,41,0.0397025,50.4146
OUTPUT,nru,3e+07,5,24900,2,0.00193671,5
OUTPUT,nru,5e+06,150,24900,2,0.000330281,175
OUTPUT,nru,5e+06,150,24900,24900,4.112,1.22819
OUTPUT,nru,5e+06,150,24900,6,0.000990843,191.333
OUTPUT,nru,5e+06,300,49800,49799,4.22392,1.38366
OUTPUT,nru,5e+06,300,49800,742,0.0629359,105.135
OUTPUT,nru,5e+06,300,49800,155,0.013147,222.071
OUTPUT,nru,0,300,12450,5,0.00162892,317.6
OUTPUT,nru,0,300,12450,736,0.239776,51.0788
OUTPUT,nru,0,300,12450,2,0.000651566,406
OUTPUT,nru,3e+07,5,24900,24900,24.112,2.74675
OUTPUT,nru,3e+07,5,24900,24900,24.112,2.6996
OUTPUT,nru,3e+07,5,24900,24900,24.112,2.61892
OUTPUT,nru,5e+06,150,24900,24894,4.11101,4.79814
OUTPUT,nru,5e+06,150,24900,24894,4.11101,4.86141
OUTPUT,nru,5e+06,150,24900,24894,4.11101,5.34076
OUTPUT,nru,5e+06,300,49800,4264,0.361669,5818.94
OUTPUT,nru,5e+06,300,49800,4496,0.381347,5702.84
OUTPUT,nru,5e+06,300,49800,4480,0.37999,5695.94
OUTPUT,nru,0,300,12450,56,0.0182439,5542.16
OUTPUT,nru,0,300,12450,56,0.0182439,5588.3
OUTPUT,nru,0,300,12450,54,0.0175923,5714.69
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,3e+07,5,24900,3,0.00290506,203
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,3e+07,5,24900,11,0.0106519,94.7273
OUTPUT,nru,3e+07,5,24900,8,0.00774683,31.375
OUTPUT,nru,3e+07,5,24900,7,0.00677847,62.5714
OUTPUT,nru,5e+06,150,24900,32,0.0052845,84.6875
OUTPUT,nru,5e+06,150,24900,121,0.019982,94.6033
OUTPUT,nru,5e+06,150,24900,24900,4.112,0.515382
OUTPUT,nru,5e+06,300,49800,29,0.00245976,169.931
OUTPUT,nru,5e+06,300,49800,5446,0.461926,19.016
OUTPUT,nru,5e+06,300,49800,370,0.0313831,134.422
OUTPUT,nru,0,300,12450,3,0.000977349,186.667
OUTPUT,nru,0,300,12450,2,0.000651566,221
OUTPUT,nru,0,300,12450,6,0.0019547,201
OUTPUT,nru,3e+07,5,24900,24900,24.112,1.82092
OUTPUT,nru,3e+07,5,24900,24900,24.112,1.75064
OUTPUT,nru,3e+07,5,24900,15,0.0145253,42.4
OUTPUT,nru,5e+06,150,24900,336,0.0554872,89.994
OUTPUT,nru,5e+06,150,24900,344,0.0568084,90.4302
OUTPUT,nru,5e+06,150,24900,15,0.00247711,157.8
OUTPUT,nru,5e+06,300,49800,243,0.0206111,205.198
OUTPUT,nru,5e+06,300,49800,49761,4.22069,4.8917
OUTPUT,nru,5e+06,300,49800,49797,4.22375,4.0446
OUTPUT,nru,0,300,12450,12448,4.05535,19.733
OUTPUT,nru,0,300,12450,12448,4.05535,19.8172
OUTPUT,nru,0,300,12450,362,0.117933,412.854
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,3e+07,5,24900,0,0,0
OUTPUT,nru,5e+06,150,24900,4,0.000660562,222.5
OUTPUT,nru,5e+06,150,24900,57,0.00941301,143.386
OUTPUT,nru,5e+06,150,24900,0,0,0
OUTPUT,nru,5e+06,300,49800,165,0.0139952,150
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,5e+06,300,49800,0,0,0
OUTPUT,nru,0,300,12450,2,0.000651566,297.5
OUTPUT,nru,0,300,12450,0,0,0
OUTPUT,nru,0,300,12450,0,0,0
