AverageBackoffDelay,0x558fbfdf9f70,25000,0,0
AverageBackoffDelay,0x558fbfece4f0,34000,0,0
AverageBackoffDelay,0x558fbff15670,34000,0,0
AverageBackoffDelay,0x558fbfe40950,43000,0,0
AverageBackoffDelay,0x558fbfe876e0,43000,0,0
AverageBackoffDelay,0x558fbfbb5bd0,52000,0,0
AverageBackoffDelay,0x558fbfdf9f70,2008999,0,0
AverageBackoffDelay,0x558fbfece4f0,2009000,1,0
AverageBackoffDelay,0x558fbfe876e0,2017999,0,0
AverageBackoffDelay,0x558fbfbb5bd0,2024999,0,0
AverageBackoffDelay,0x558fbfe40950,2033999,0,0
AverageBackoffDelay,0x558fbff15670,2035999,0,0
AverageBackoffDelay,0x558fbfe40950,4001999,0,0
AverageBackoffDelay,0x558fbff15670,4007000,1,0
AverageBackoffDelay,0x558fbfbb5bd0,4010999,0,0
AverageBackoffDelay,0x558fbfdf9f70,4025000,1,0
AverageBackoffDelay,0x558fbfe876e0,4034000,1,0
AverageBackoffDelay,0x558fbfece4f0,4042999,0,0
AverageBackoffDelay,0x558fbfe876e0,6001999,0,0
AverageBackoffDelay,0x558fbfece4f0,6008999,0,0
AverageBackoffDelay,0x558fbfe40950,6027000,1,0
AverageBackoffDelay,0x558fbff15670,6033999,0,0
AverageBackoffDelay,0x558fbfbb5bd0,6034000,1,0
AverageBackoffDelay,0x558fbfdf9f70,6042999,0,0
AverageBackoffDelay,0x558fbff15670,8008999,0,0
AverageBackoffDelay,0x558fbfe40950,8016000,2,0
AverageBackoffDelay,0x558fbfbb5bd0,8018000,1,0
AverageBackoffDelay,0x558fbfdf9f70,8019999,0,0
AverageBackoffDelay,0x558fbfece4f0,8025000,1,0
AverageBackoffDelay,0x558fbfe876e0,8043000,2,0
AverageBackoffDelay,0x558fbfdf9f70,10007000,1,0
AverageBackoffDelay,0x558fbfe876e0,10008999,0,0
AverageBackoffDelay,0x558fbfbb5bd0,10010999,0,0
AverageBackoffDelay,0x558fbfece4f0,10017999,0,0
AverageBackoffDelay,0x558fbff15670,10025000,1,0
AverageBackoffDelay,0x558fbfe40950,10033999,0,0
AverageBackoffDelay,0x558fbfe40950,12010999,0,0
AverageBackoffDelay,0x558fbfbb5bd0,12025000,2,0
AverageBackoffDelay,0x558fbfdf9f70,12025000,2,0
AverageBackoffDelay,0x558fbfece4f0,12025000,1,0
AverageBackoffDelay,0x558fbff15670,12027000,1,0
AverageBackoffDelay,0x558fbfe876e0,12052000,1,0
AverageBackoffDelay,0x558fbfe876e0,14024999,0,0
AverageBackoffDelay,0x558fbfbb5bd0,14026999,0,0
AverageBackoffDelay,0x558fbfece4f0,14027000,1,0
AverageBackoffDelay,0x558fbfdf9f70,14035999,0,0
AverageBackoffDelay,0x558fbff15670,14042999,0,0
AverageBackoffDelay,0x558fbfe40950,14043000,1,0
AverageBackoffDelay,0x558fbff15670,16009000,1,0
AverageBackoffDelay,0x558fbfe876e0,16010999,0,0
