AverageBackoffDelay,0x563433203bd0,25000,0,0
AverageBackoffDelay,0x5634334863c0,25000,0,0
AverageBackoffDelay,0x5634334428a0,43000,0,0
AverageBackoffDelay,0x56343350e1e0,43000,0,0
AverageBackoffDelay,0x5634335524a0,43000,0,0
AverageBackoffDelay,0x5634334ca290,43000,0,0
AverageBackoffDelay,0x5634334428a0,1009000,0,0
AverageBackoffDelay,0x5634334ca290,1009000,2,0
AverageBackoffDelay,0x56343350e1e0,1018000,0,0
AverageBackoffDelay,0x563433203bd0,1027000,1,0
AverageBackoffDelay,0x5634334863c0,1027000,1,0
AverageBackoffDelay,0x5634335524a0,1034000,0,0
AverageBackoffDelay,0x56343350e1e0,2009000,2,0
AverageBackoffDelay,0x5634335524a0,2009000,1,0
AverageBackoffDelay,0x563433203bd0,2025000,0,0
AverageBackoffDelay,0x5634334863c0,2025000,0,0
AverageBackoffDelay,0x5634334428a0,2045000,1,0
AverageBackoffDelay,0x5634334ca290,2052000,0,0
AverageBackoffDelay,0x5634334428a0,3007000,2,0
AverageBackoffDelay,0x5634334ca290,3018000,0,0
AverageBackoffDelay,0x5634334863c0,3025000,1,0
AverageBackoffDelay,0x5634335524a0,3025000,0,0
AverageBackoffDelay,0x563433203bd0,3027000,1,0
AverageBackoffDelay,0x56343350e1e0,3034000,1,0
AverageBackoffDelay,0x563433203bd0,4007000,0,0
AverageBackoffDelay,0x56343350e1e0,4009000,0,0
AverageBackoffDelay,0x5634334428a0,4018000,0,0
AverageBackoffDelay,0x5634334ca290,4018000,2,0
AverageBackoffDelay,0x5634335524a0,4022000,0,0
AverageBackoffDelay,0x5634334863c0,4034000,0,0
AverageBackoffDelay,0x5634335524a0,5023000,2,0
AverageBackoffDelay,0x5634334428a0,5025000,1,0
AverageBackoffDelay,0x56343350e1e0,5025000,1,0
AverageBackoffDelay,0x5634334863c0,5029000,0,0
AverageBackoffDelay,0x5634334ca290,5034000,1,0
AverageBackoffDelay,0x563433203bd0,5043000,1,0
AverageBackoffDelay,0x5634334863c0,6005000,1,0
AverageBackoffDelay,0x563433203bd0,6009000,2,0
AverageBackoffDelay,0x5634334428a0,6009000,1,0
AverageBackoffDelay,0x56343350e1e0,6009000,0,0
AverageBackoffDelay,0x5634335524a0,6025000,1,0
AverageBackoffDelay,0x5634334ca290,6034000,0,0
AverageBackoffDelay,0x5634334ca290,7002000,0,0
AverageBackoffDelay,0x5634334863c0,7025000,0,0
AverageBackoffDelay,0x56343350e1e0,7025000,1,0
AverageBackoffDelay,0x5634335524a0,7025000,0,0
AverageBackoffDelay,0x563433203bd0,7027000,0,0
AverageBackoffDelay,0x5634334428a0,7052000,0,0
AverageBackoffDelay,0x563433203bd0,8016000,1,0
AverageBackoffDelay,0x5634335524a0,8025000,0,0
AverageBackoffDelay,0x5634334428a0,8027000,0,0
AverageBackoffDelay,0x5634334863c0,8027000,1,0
AverageBackoffDelay,0x56343350e1e0,8034000,0,0
AverageBackoffDelay,0x5634334ca290,8043000,1,0
AverageBackoffDelay,0x5634334863c0,9007000,0,0
AverageBackoffDelay,0x5634334ca290,9009000,0,0
AverageBackoffDelay,0x5634335524a0,9013000,0,0
AverageBackoffDelay,0x56343350e1e0,9020000,0,0
AverageBackoffDelay,0x5634334428a0,9025000,1,0
AverageBackoffDelay,0x563433203bd0,9025000,0,0
AverageBackoffDelay,0x563433203bd0,10018000,1,0
AverageBackoffDelay,0x5634334428a0,10025000,0,0
AverageBackoffDelay,0x5634334863c0,10025000,1,0
AverageBackoffDelay,0x5634334ca290,10025000,1,0
AverageBackoffDelay,0x56343350e1e0,10025000,1,0
AverageBackoffDelay,0x5634335524a0,10034000,1,0
AverageBackoffDelay,0x5634334428a0,11013000,0,0
AverageBackoffDelay,0x5634334863c0,11018000,0,0
AverageBackoffDelay,0x5634334ca290,11018000,0,0
AverageBackoffDelay,0x56343350e1e0,11025000,0,0
AverageBackoffDelay,0x5634335524a0,11027000,0,0
AverageBackoffDelay,0x563433203bd0,11043000,0,0
AverageBackoffDelay,0x5634335524a0,12007000,1,0
AverageBackoffDelay,0x56343350e1e0,12011000,0,0
AverageBackoffDelay,0x5634334428a0,12025000,2,0
AverageBackoffDelay,0x5634334863c0,12034000,1,0
AverageBackoffDelay,0x563433203bd0,12036000,0,0
AverageBackoffDelay,0x5634334ca290,12043000,1,0
AverageBackoffDelay,0x563433203bd0,13007000,1,0
AverageBackoffDelay,0x5634334428a0,13007000,0,0
AverageBackoffDelay,0x5634334ca290,13025000,0,0
AverageBackoffDelay,0x5634335524a0,13025000,0,0
AverageBackoffDelay,0x5634334863c0,13036000,0,0
AverageBackoffDelay,0x56343350e1e0,13052000,1,0
AverageBackoffDelay,0x5634334ca290,14002000,0,0
AverageBackoffDelay,0x5634334863c0,14007000,1,0
AverageBackoffDelay,0x56343350e1e0,14009000,0,0
AverageBackoffDelay,0x563433203bd0,14034000,0,0
AverageBackoffDelay,0x5634335524a0,14036000,0,0
AverageBackoffDelay,0x5634334428a0,14043000,1,0
AverageBackoffDelay,0x563433203bd0,15004000,1,0
AverageBackoffDelay,0x5634335524a0,15007000,1,0
AverageBackoffDelay,0x5634334ca290,15013000,1,0
AverageBackoffDelay,0x5634334863c0,15025000,0,0
AverageBackoffDelay,0x5634334428a0,15034000,0,0
AverageBackoffDelay,0x56343350e1e0,15043000,2,0
AverageBackoffDelay,0x5634334428a0,16002000,0,0
AverageBackoffDelay,0x563433203bd0,16014000,2,0
AverageBackoffDelay,0x5634334ca290,16025000,2,0
AverageBackoffDelay,0x56343350e1e0,16034000,0,0
AverageBackoffDelay,0x5634335524a0,16043000,0,0
AverageBackoffDelay,0x5634334863c0,16052000,0,0
AverageBackoffDelay,0x56343350e1e0,17002000,0,0
AverageBackoffDelay,0x5634334863c0,17009000,0,0
AverageBackoffDelay,0x5634334ca290,17009000,0,0
AverageBackoffDelay,0x5634335524a0,17009000,0,0
AverageBackoffDelay,0x563433203bd0,17025000,0,0
AverageBackoffDelay,0x5634334428a0,17025000,1,0
AverageBackoffDelay,0x5634334428a0,18009000,0,0
AverageBackoffDelay,0x56343350e1e0,18025000,1,0
AverageBackoffDelay,0x563433203bd0,18027000,0,0
AverageBackoffDelay,0x5634334863c0,18034000,1,0
AverageBackoffDelay,0x5634334ca290,18043000,1,0
AverageBackoffDelay,0x5634335524a0,18052000,1,0
AverageBackoffDelay,0x5634334863c0,19002000,1,0
AverageBackoffDelay,0x563433203bd0,19007000,1,0
AverageBackoffDelay,0x5634334ca290,19025000,0,0
