OUTPUT,0.26928,6.45098,2,1
OUTPUT,0.26928,6.37255,2,1
OUTPUT,1.01772,33.2626,1,1
OUTPUT,1.00744,36.449,1,1
OUTPUT,0.14196,579.429,0,0
OUTPUT,0.12168,566.167,0,0
OUTPUT,0.06056,441,2,0
OUTPUT,0.06056,441.5,2,0
OUTPUT,0.26928,6.72549,2,1
OUTPUT,0.26928,6.64706,2,1
OUTPUT,0.96632,30.5638,0,1
OUTPUT,0.96632,35.3191,0,1
OUTPUT,0.24336,469.333,0,0
OUTPUT,0.2028,449.8,0,0
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.2376,74.0667,2,1
OUTPUT,0.22704,64.0233,2,1
OUTPUT,0.9252,65.6667,0,1
OUTPUT,0.9252,62.1556,0,1
OUTPUT,0.08112,573.75,0,0
OUTPUT,0.08112,573.5,0,0
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.26928,6.47059,2,1
OUTPUT,0.26928,6.39216,2,1
OUTPUT,1.01772,28.5758,1,1
OUTPUT,1.01772,32.2121,1,1
OUTPUT,0.32448,491.25,0,0
OUTPUT,0.28392,488.643,0,0
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.26928,8.35294,2,1
OUTPUT,0.26928,9.07843,2,1
OUTPUT,0.94576,34.6196,0,1
OUTPUT,0.94576,36.6304,0,1
OUTPUT,0.18252,406.333,0,0
OUTPUT,0.16224,397.375,0,0
OUTPUT,0.03028,0,2,1
OUTPUT,0.03028,0,2,1
OUTPUT,0.25872,28.6735,2,1
OUTPUT,0.2112,54.125,2,1
OUTPUT,0.69904,192.279,0,0
OUTPUT,0.89436,145.977,0,1
OUTPUT,0.4056,355.75,0,0
OUTPUT,0.34476,327.412,0,0
OUTPUT,0.06056,644,2,0
OUTPUT,0.06056,636.5,2,0
