OUTPUT,0.26928,9.76471,2,1
OUTPUT,1.01772,10.1212,1,1
OUTPUT,6.02316,10.7407,1,1
OUTPUT,0.96896,18.0625,2,1
OUTPUT,0.99924,17.0303,2,1
OUTPUT,0.26928,11.8039,2,1
OUTPUT,1.01772,11.7879,1,1
OUTPUT,6.02316,11.4343,1,1
OUTPUT,0.96896,34.9062,2,1
OUTPUT,0.96896,33.8125,2,1
OUTPUT,0.19536,89.7568,2,1
OUTPUT,0,0,0,1
OUTPUT,0.02028,0,0,1
OUTPUT,0.93868,86.129,2,1
OUTPUT,0.36336,290,2,1
OUTPUT,0.26928,9.90196,2,1
OUTPUT,1.01772,10.2323,1,1
OUTPUT,6.02316,9.78114,1,1
OUTPUT,0.96896,21.0625,2,1
OUTPUT,0.99924,16.7879,2,1
OUTPUT,0.26928,13.7843,2,1
OUTPUT,1.01772,13.5051,1,1
OUTPUT,5.43504,69.6306,1,1
OUTPUT,0.54504,212.556,2,1
OUTPUT,0.27252,239.889,2,1
OUTPUT,0.01584,238,2,0
OUTPUT,0.14392,245.929,0,0
OUTPUT,0,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
