OUTPUT,0.26928,6.37255,2,1
OUTPUT,0.26928,6.29412,2,1
OUTPUT,1.028,21.69,1,1
OUTPUT,1.028,22.95,1,1
OUTPUT,0.04056,629.5,0,0
OUTPUT,0.04056,629.5,0,0
OUTPUT,0.04056,629.5,0,0
OUTPUT,0.02028,0,0,1
OUTPUT,0.09084,351.333,2,0
OUTPUT,0.09084,351,2,0
OUTPUT,0.26928,6.68627,2,1
OUTPUT,0.26928,6.60784,2,1
OUTPUT,1.01772,23.0808,1,1
OUTPUT,1.01772,25.3232,1,1
OUTPUT,0.14196,447.714,0,0
OUTPUT,0.14196,447.857,0,0
OUTPUT,0.1014,477.8,0,0
OUTPUT,0.14196,447.429,0,0
OUTPUT,0.06056,250,2,1
OUTPUT,0.06056,250,2,1
OUTPUT,0.19008,86.8056,2,1
OUTPUT,0.26928,12.5686,2,1
OUTPUT,0.89436,59.5977,0,1
OUTPUT,0.85324,72.012,0,1
OUTPUT,0.06084,619,0,0
OUTPUT,0.06084,627.667,0,0
OUTPUT,0.06084,602.333,0,0
OUTPUT,0,0,0,1
OUTPUT,0.03028,0,2,1
OUTPUT,0.03028,0,2,1
OUTPUT,0.26928,7.13725,2,1
OUTPUT,0.26928,7.05882,2,1
OUTPUT,1.01772,24,1,1
OUTPUT,0.9766,31.2737,0,1
OUTPUT,0.12168,398.667,0,0
OUTPUT,0.1014,356,0,0
OUTPUT,0.14196,373.857,0,0
OUTPUT,0.14196,375.429,0,0
OUTPUT,0.03028,0,2,1
OUTPUT,0.03028,0,2,1
OUTPUT,0.26928,9.03922,2,1
OUTPUT,0.26928,9.45098,2,1
OUTPUT,0.99716,20.9691,0,1
OUTPUT,0.98688,21.1146,0,1
OUTPUT,0.22308,482.909,0,0
OUTPUT,0.22308,480.182,0,0
OUTPUT,0.18252,484,0,0
OUTPUT,0.2028,535.9,0,0
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.16368,119.968,2,0
OUTPUT,0.19536,96.7568,2,1
OUTPUT,0.99716,53.8247,0,1
OUTPUT,0.95604,66.9785,0,1
OUTPUT,0.02028,0,0,1
OUTPUT,0.04056,555,0,0
OUTPUT,0.02028,0,0,1
OUTPUT,0.02028,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
