OUTPUT,0.26928,6.98039,2,1
OUTPUT,0.26928,6.90196,2,1
OUTPUT,0.26928,6.84314,2,1
OUTPUT,0.26928,6.76471,2,1
OUTPUT,1.00744,21.949,1,1
OUTPUT,1.00744,26.1122,1,1
OUTPUT,0.12168,612.5,0,0
OUTPUT,0.12168,612.333,0,0
OUTPUT,0.09084,351.333,2,0
OUTPUT,0.09084,351,2,0
OUTPUT,0.26928,7.80392,2,1
OUTPUT,0.26928,7.72549,2,1
OUTPUT,0.26928,12.0588,2,1
OUTPUT,0.26928,9.21569,2,1
OUTPUT,0.96632,37.9681,0,1
OUTPUT,0.99716,32.9381,0,1
OUTPUT,0.38532,443.947,0,0
OUTPUT,0.32448,439.312,0,0
OUTPUT,0.09084,303.667,2,0
OUTPUT,0.09084,303.667,2,0
OUTPUT,0.24288,49.1304,2,1
OUTPUT,0.26928,15.5098,2,1
OUTPUT,0.2376,63.1778,2,1
OUTPUT,0.1584,107.333,2,0
OUTPUT,0.6168,96.1667,0,1
OUTPUT,0.3598,141.686,0,1
OUTPUT,0.22308,504.636,0,0
OUTPUT,0.02028,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.26928,8.47059,2,1
OUTPUT,0.26928,8.39216,2,1
OUTPUT,0.26928,9.58824,2,1
OUTPUT,0.23232,71,2,1
OUTPUT,0.98688,23.5729,0,1
OUTPUT,0.98688,21.8333,0,1
OUTPUT,0.18252,417.222,0,0
OUTPUT,0.14196,449.857,0,0
OUTPUT,0.06056,695,2,0
OUTPUT,0.06056,695,2,0
OUTPUT,0.26928,8.78431,2,1
OUTPUT,0.26928,9.76471,2,1
OUTPUT,0.26928,7.05882,2,1
OUTPUT,0.26928,6.98039,2,1
OUTPUT,1.01772,31.2929,1,1
OUTPUT,1.00744,34.4184,1,1
OUTPUT,0.08112,481,0,0
OUTPUT,0.06084,473,0,0
OUTPUT,0.03028,0,2,1
OUTPUT,0.03028,0,2,1
OUTPUT,0.2376,68.5111,2,1
OUTPUT,0.19008,117.5,2,0
OUTPUT,0.17952,76.7059,2,1
OUTPUT,0.15312,167.586,2,0
OUTPUT,0.22616,399.273,0,0
OUTPUT,0.53456,274.904,0,0
OUTPUT,0.02028,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
