OUTPUT,0.26928,6.56863,2,1
OUTPUT,0.26928,6.4902,2,1
OUTPUT,0.74016,158.292,0,0
OUTPUT,1.00744,58.1531,1,1
OUTPUT,0.99716,64.0825,0,1
OUTPUT,1.00744,59.2041,1,1
OUTPUT,0.12168,468.833,0,0
OUTPUT,0.14196,496,0,0
OUTPUT,0.09084,472.667,2,0
OUTPUT,0.09084,472.333,2,0
OUTPUT,0.26928,7.03922,2,1
OUTPUT,0.26928,6.96078,2,1
OUTPUT,0.91492,89.8427,0,1
OUTPUT,0.96632,58.7553,0,1
OUTPUT,0.9766,54.4211,0,1
OUTPUT,0.94576,58.0761,0,1
OUTPUT,0.24336,441.583,0,0
OUTPUT,0.2028,433,0,0
OUTPUT,0.1514,355.4,2,0
OUTPUT,0.1514,352.6,2,0
OUTPUT,0.2112,73.75,2,1
OUTPUT,0.26928,13.6275,2,1
OUTPUT,0.47288,171.891,0,0
OUTPUT,0.4626,214.956,0,0
OUTPUT,0.43176,226.262,0,0
OUTPUT,0.47288,201.087,0,0
OUTPUT,0.18252,649,0,0
OUTPUT,0,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.26928,7.11765,2,1
OUTPUT,0.26928,7.03922,2,1
OUTPUT,0.9252,72.1667,0,1
OUTPUT,0.9252,63.4444,0,1
OUTPUT,0.93548,50.1429,0,1
OUTPUT,0.93548,46.8242,0,1
OUTPUT,0.18252,363.889,0,0
OUTPUT,0.16224,360.625,0,0
OUTPUT,0.03028,0,2,1
OUTPUT,0.03028,0,2,1
OUTPUT,0.26928,8.70588,2,1
OUTPUT,0.26928,9.27451,2,1
OUTPUT,0.74016,141.403,0,1
OUTPUT,0.91492,56.2697,0,1
OUTPUT,0.89436,68.1724,0,1
OUTPUT,0.9252,53.8111,0,1
OUTPUT,0.3042,390.933,0,0
OUTPUT,0.32448,378.125,0,0
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.15312,117.31,2,0
OUTPUT,0.16368,109.839,2,0
OUTPUT,0.50372,223.592,0,0
OUTPUT,0.39064,260.553,0,0
OUTPUT,0.28784,308.25,0,0
OUTPUT,0.514,230.44,0,0
OUTPUT,0.04056,672,0,0
OUTPUT,0.14196,644.143,0,0
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
