OUTPUT,0.26928,12.451,2,1
OUTPUT,0.26928,11.2745,2,1
OUTPUT,1.01772,12.1111,1,1
OUTPUT,1.01772,18.4141,1,1
OUTPUT,3.77208,171.167,0,1
OUTPUT,3.67068,179.238,0,1
OUTPUT,0.27252,274.667,2,1
OUTPUT,0.36336,289.5,2,1
OUTPUT,0.27252,320.778,2,0
OUTPUT,0.26928,16.7843,2,1
OUTPUT,0.26928,15.902,2,1
OUTPUT,1.01772,17.4747,1,1
OUTPUT,0.88408,38.4419,0,1
OUTPUT,4.38048,210.458,0,1
OUTPUT,0.2028,482.6,0,0
OUTPUT,0.39364,346.692,2,0
OUTPUT,0.33308,379.818,2,0
OUTPUT,0.3028,343.6,2,0
OUTPUT,0,0,2,1
OUTPUT,0.0264,253.4,2,0
OUTPUT,0.03084,188,0,0
OUTPUT,1.00744,49.2347,1,1
OUTPUT,0.14196,401.571,0,0
OUTPUT,0,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.26928,11.8627,2,1
OUTPUT,0.26928,11.6078,2,1
OUTPUT,1.00744,16.7959,1,1
OUTPUT,1.00744,12.6837,1,1
OUTPUT,3.42732,199.615,0,1
OUTPUT,3.52872,170.741,0,1
OUTPUT,0.33308,279.182,2,1
OUTPUT,0.03028,0,2,1
OUTPUT,0.33308,294,2,1
OUTPUT,0.26928,12.8824,2,1
OUTPUT,0.26928,11.6863,2,1
OUTPUT,1.00744,23.3776,1,1
OUTPUT,1.01772,12.7172,1,1
OUTPUT,3.30564,215.436,0,1
OUTPUT,3.30564,216.374,0,1
OUTPUT,0.03028,0,2,1
OUTPUT,0.33308,335,2,0
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.04224,153.875,2,0
OUTPUT,0.02056,640.5,0,0
OUTPUT,0,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
